date,state,pm2_5,pm10,o3,no2,so2,co
3/3/2018,gujrat,115, ,30,36,40,12
3/4/2018,gujrat,101, ,22,54,52,11
3/5/2018,gujrat,96, ,33,58,65,18
3/6/2018,gujrat,107, ,29,53,75,11
3/7/2018,gujrat,95, , , , , 
3/27/2018,gujrat,203, ,21,22,56,9
3/28/2018,gujrat,216, ,42,65,100,20
3/29/2018,gujrat,212, ,38,43,123,26
3/30/2018,gujrat,233, ,3,61,206,18
3/31/2018,gujrat,291, , , , , 
10/10/2017,gujrat,149, ,5,16,5,7
10/11/2017,gujrat,146, , , , , 
10/18/2017,gujrat,161, , , , , 
10/20/2017,gujrat,190, ,68,33,40,14
10/21/2017,gujrat,208, ,29,20,34,6
10/22/2017,gujrat,145, ,31,16,37,10
10/23/2017,gujrat,136, ,31,23,37,9
10/24/2017,gujrat,154, ,35,27,53,23
10/25/2017,gujrat,164, ,51,35,47,32
10/26/2017,gujrat,196, ,86,44,71,27
10/27/2017,gujrat,212, ,6,45,48,28
10/28/2017,gujrat,171, ,38,49,50,19
10/29/2017,gujrat,174, , , , , 
10/31/2017,gujrat,168, ,44,37,53,24
11/1/2017,gujrat,186, ,41,40,55,30
11/2/2017,gujrat,187, ,74,48,51,17
11/3/2017,gujrat,192, ,46,44,60,10
11/4/2017,gujrat,186, ,68,38,56,11
11/5/2017,gujrat,200, ,46,38,46,17
11/6/2017,gujrat,169, ,28,51,53,17
11/7/2017,gujrat,159, ,65,47,53,22
11/8/2017,gujrat,170, ,75,54,65,18
11/9/2017,gujrat,171, ,60,37,37,17
11/10/2017,gujrat,167, ,62,49,52,20
11/11/2017,gujrat,183, ,69,47,55,17
11/12/2017,gujrat,173, ,50,44,53,32
11/13/2017,gujrat,186, ,99,64,99,36
11/14/2017,gujrat,270, ,35,19,52,21
11/15/2017,gujrat,224, ,15,10,49,7
11/16/2017,gujrat,165, ,31,23,43,9
11/17/2017,gujrat,203, ,19,34,53,10
11/18/2017,gujrat,202, ,38,34,49,10
11/19/2017,gujrat,177, ,68,35,40,9
11/20/2017,gujrat,186, ,76,38,48,11
11/21/2017,gujrat,184, ,20,22,26,9
11/22/2017,gujrat,172, ,22,29,34,10
11/23/2017,gujrat,164, ,73,40,57,15
11/24/2017,gujrat,173, ,65,53,56,21
11/25/2017,gujrat,178, ,63,53,59,18
11/26/2017,gujrat,190, ,73,47,58,21
11/27/2017,gujrat,175, ,76,55,58,21
11/28/2017,gujrat,188, ,74,50,49,10
11/29/2017,gujrat,166, ,41,45,56,14
11/30/2017,gujrat,173, ,17,45,70,12
12/1/2017,gujrat,164, ,76,32,48,7
12/2/2017,gujrat,168, ,74,28,46,6
12/3/2017,gujrat,150, ,69,27,41,6
12/4/2017,gujrat,157, ,28,25,28,7
12/5/2017,gujrat,166, ,50,14,16,4
12/6/2017,gujrat,151, ,35,26,20,8
12/7/2017,gujrat,157, ,37,27,38,7
12/8/2017,gujrat,143, ,35,33,55,8
12/9/2017,gujrat,170, ,22,35,46,11
12/10/2017,gujrat,150, ,32,26,69,13
12/11/2017,gujrat,173, ,34,30,45,7
12/12/2017,gujrat,138, ,44,41,58,8
12/13/2017,gujrat,156, ,40,36,57,7
12/14/2017,gujrat,158, ,50,34,58,7
12/15/2017,gujrat,166, ,43,27,44,11
12/16/2017,gujrat,164, ,48,20,47,4
12/17/2017,gujrat,154, ,32,28,47,5
12/18/2017,gujrat,153, ,34,33,55,4
12/19/2017,gujrat,139, ,10,18,17,6
12/20/2017,gujrat,145, ,42,26,43,5
12/21/2017,gujrat,155, ,62,28,48,5
12/22/2017,gujrat,154, ,46,36,51,11
12/23/2017,gujrat,156, ,53,48,65,11
12/24/2017,gujrat,172, ,64,41,62,11
12/25/2017,gujrat,155, ,42,39,58,9
12/26/2017,gujrat,157, ,47,40,50,11
12/27/2017,gujrat,150, ,55,46,79,17
12/28/2017,gujrat,180, ,59,43,69,13
12/29/2017,gujrat,172, ,85,43,75,10
12/30/2017,gujrat,166, , ,66,110,11
12/31/2017,gujrat,174, ,67,38,51,9
9/26/2017,gujrat,155, , , , , 
9/28/2017,gujrat,140, ,14,8,10,3
9/29/2017,gujrat,122, , , , , 
1/2/2017,gujrat,183, ,77,33,22,18
1/3/2017,gujrat,186, ,120,45,24,24
1/4/2017,gujrat,191, ,118,47,33,27
1/5/2017,gujrat,217, ,72,37,35,16
1/6/2017,gujrat,195, ,36,25,26,9
1/7/2017,gujrat,154, ,88,21,24,6
1/8/2017,gujrat,157, ,87,24,26,8
1/9/2017,gujrat,168, ,81,29,38,10
1/10/2017,gujrat,168, ,103,31,32,10
1/11/2017,gujrat,161, ,97,31,36,8
1/12/2017,gujrat,150, ,89,22,29,6
1/13/2017,gujrat,134, ,103,19,19,4
1/14/2017,gujrat,117, ,131,28,26,15
1/15/2017,gujrat,365, ,83,27,40,10
1/16/2017,gujrat,343, ,98,33,42,9
1/17/2017,gujrat,149, ,97,31,46,8
1/18/2017,gujrat,157, ,81,22,31,6
1/19/2017,gujrat,162, ,82,20,25,6
1/20/2017,gujrat,151, ,73,30,32,16
1/21/2017,gujrat,168, ,94,37,27,14
1/22/2017,gujrat,189, ,99,36,37,22
1/23/2017,gujrat,186, ,79,51,34,23
1/24/2017,gujrat,198, ,55,83,61,33
1/25/2017,gujrat,375, ,82,48,39,6
1/26/2017,gujrat,171, ,72,62,22,10
1/27/2017,gujrat,127, ,77,54,35,6
1/28/2017,gujrat,139, ,104,62,33,10
1/29/2017,gujrat,152, ,102,75,39,19
1/30/2017,gujrat,182, ,111,81,56,18
1/31/2017,gujrat,188, ,93,81,33,22
2/1/2017,gujrat,230, ,105,77,43,22
2/2/2017,gujrat,303, ,105,76,41,19
2/3/2017,gujrat,202, ,81,55,48,9
2/4/2017,gujrat,208, ,97,31,30,3
2/5/2017,gujrat,115, ,105,62,38,16
2/6/2017,gujrat,203, ,104,70,44,10
2/7/2017,gujrat,188, ,122,80,41,12
2/8/2017,gujrat,212, ,21,67,50,8
2/9/2017,gujrat,167, ,55,44,29,5
2/10/2017,gujrat,160, ,104,55,38,8
2/11/2017,gujrat,170, ,120,55,40,7
2/12/2017,gujrat,223, ,89,51,28,7
2/13/2017,gujrat,171, ,105,56,26,9
2/14/2017,gujrat,211, ,104,60,24,16
2/15/2017,gujrat,225, ,107,65,36,13
2/16/2017,gujrat,217, ,106,73,38,10
2/17/2017,gujrat,224, ,109,79,51,20
2/18/2017,gujrat,196, ,155,84,40,19
2/19/2017,gujrat,265, ,57,41,39,10
2/20/2017,gujrat,166, ,74,38,34,6
2/21/2017,gujrat,219, ,62,46,34,8
2/22/2017,gujrat,151, ,50,41,44,13
2/23/2017,gujrat,197, ,14,77,48,19
2/24/2017,gujrat,190, ,117,67,43,14
2/25/2017,gujrat,165, ,114,69,57,19
2/26/2017,gujrat,182, ,124,74,44,25
2/27/2017,gujrat,249, ,133,84,46,21
2/28/2017,gujrat,243, ,130,74,43,12
3/1/2017,gujrat,212, ,80,50,29,6
3/2/2017,gujrat,152, ,119,59,35,8
3/3/2017,gujrat,153, ,81,38,30,6
3/4/2017,gujrat,163, ,122,57,40,9
3/5/2017,gujrat,221, ,109,64,39,14
3/6/2017,gujrat,174, ,122,69,41,11
3/7/2017,gujrat,180, ,38,37,27,5
3/8/2017,gujrat,167, ,43,33,50,5
3/9/2017,gujrat,164, ,53,33,43,4
3/10/2017,gujrat,130, ,105,33,29,3
3/11/2017,gujrat,159, ,112,56,49,9
3/12/2017,gujrat,197, ,115,53,40,11
3/13/2017,gujrat,181, ,103,57,30,8
3/14/2017,gujrat,147, ,112,53,35,9
3/15/2017,gujrat,141, ,154,71,42,10
3/16/2017,gujrat,165, ,84,54,47,14
3/17/2017,gujrat,176, ,53,32,48,5
3/18/2017,gujrat,215, ,55,41,47,6
3/19/2017,gujrat,157, ,80,60,57,16
3/20/2017,gujrat,165, ,113,68,45,20
3/21/2017,gujrat,208, ,144,70,73,21
3/22/2017,gujrat,338, ,28,29,42,5
3/23/2017,gujrat,152, , , , , 
10/1/2016,gujrat,91, ,35,7,22,10
10/2/2016,gujrat,124, ,103,8,22,12
10/3/2016,gujrat,158, ,4,3,8,7
10/4/2016,gujrat,152, ,4,6,23,15
10/5/2016,gujrat,123, ,8,5,24,15
10/6/2016,gujrat,160, ,57,6,11,16
10/7/2016,gujrat,171, ,64,8,9,17
10/8/2016,gujrat,193, ,42,6,20,12
10/9/2016,gujrat,172, ,25,5,13,9
10/10/2016,gujrat,161, ,28,4,14,7
10/11/2016,gujrat,131, ,43,6,12,8
10/12/2016,gujrat,127, ,39,8,49,14
10/13/2016,gujrat,115, ,95,16,60,20
10/14/2016,gujrat,211, ,89,19,57,33
10/15/2016,gujrat,235, ,50,13,38,26
10/16/2016,gujrat,196, ,86,17,19,31
10/17/2016,gujrat,216, ,58,12,23,14
10/18/2016,gujrat,171, ,53,9,26,10
10/19/2016,gujrat,176, ,77,10,31,21
10/20/2016,gujrat,160, ,85,9,34,16
10/21/2016,gujrat,190, ,81,10,29,15
10/22/2016,gujrat,192, ,75,8,28,12
10/23/2016,gujrat,164, ,69,8,44,10
10/24/2016,gujrat,157, ,56,8,30,11
10/25/2016,gujrat,160, ,76,11,61,20
10/26/2016,gujrat,186, ,76,15,30,34
10/27/2016,gujrat,203, ,84,17,45,33
10/28/2016,gujrat,306, ,37,22,50,48
10/29/2016,gujrat,487, ,109,17,29,44
10/30/2016,gujrat,497, ,93,13,30,23
10/31/2016,gujrat,453, ,114,12,24,19
11/1/2016,gujrat,430, ,113,13,21,22
11/2/2016,gujrat,266, ,119,11,19,18
11/3/2016,gujrat,224, ,103,15,48,30
11/4/2016,gujrat,237, ,120,21,36,53
11/5/2016,gujrat,315, ,155,19,40,45
11/6/2016,gujrat,401, ,93,17,31,32
11/7/2016,gujrat,254, ,103,21,61,33
11/8/2016,gujrat,187, ,65,64,43,36
11/9/2016,gujrat,236, ,157,64,41,47
11/10/2016,gujrat,313, ,133,61,49,33
11/11/2016,gujrat,245, ,113,61,45,28
11/12/2016,gujrat,381, ,141,44,33,18
11/13/2016,gujrat,369, ,140,24,35,14
11/14/2016,gujrat,562, ,92,16,24,48
11/16/2016,gujrat,125, ,72,54,14,16
11/17/2016,gujrat,179, ,79,84,23,26
11/18/2016,gujrat,287, ,148,100,26,34
11/19/2016,gujrat,354, ,93,90,23,38
11/20/2016,gujrat,249, ,56,82,26,43
11/21/2016,gujrat,242, ,123,25,16,37
11/22/2016,gujrat,214, ,78,22,21,30
11/23/2016,gujrat,335, ,72,20,36,23
11/24/2016,gujrat,207, ,66,18,33,48
11/25/2016,gujrat,175, ,80,19,33,28
11/26/2016,gujrat,175, ,49,17,16,59
11/27/2016,gujrat,222, ,86,20,25,55
11/28/2016,gujrat,215, ,88,28,26,33
11/29/2016,gujrat,241, ,112,16,26,27
11/30/2016,gujrat,183, ,143,16,13,13
12/1/2016,gujrat,159, ,77,25,21,6
12/2/2016,gujrat,272, ,67,11,6,3
12/3/2016,gujrat,240, ,106,13,6,4
12/4/2016,gujrat,182, ,99,14,10,8
12/5/2016,gujrat,256, ,98,16,11,11
12/6/2016,gujrat,254, ,108,20,17,15
12/7/2016,gujrat,212, ,103,26,18,20
12/8/2016,gujrat,190, ,96,40,26,33
12/9/2016,gujrat,302, ,153,60,34,66
12/10/2016,gujrat,382, ,77,45,20,42
12/11/2016,gujrat,282, ,59,32,35,17
12/12/2016,gujrat,182, ,70,32,48,11
12/13/2016,gujrat,156, , , , , 
12/15/2016,gujrat,167, ,93,38,26,25
12/16/2016,gujrat,188, ,73,36,23,21
12/17/2016,gujrat,197, ,128,37,34,18
12/18/2016,gujrat,235, ,101,38,25,23
12/19/2016,gujrat,87, ,3,66,29,61
12/20/2016,gujrat,242, ,97,40,25,28
12/21/2016,gujrat,247, ,102,38,23,24
12/22/2016,gujrat,91, ,153,29,35,36
12/23/2016,gujrat,294, ,96,20,22,26
12/24/2016,gujrat,234, ,79,19,12,14
12/25/2016,gujrat,178, ,95,23,24,11
12/26/2016,gujrat,186, ,84,27,21,20
12/27/2016,gujrat,269, ,88,25,18,17
12/28/2016,gujrat,228, ,17,14,9,26
12/29/2016,gujrat,197, ,102,30,22,44
12/30/2016,gujrat,246, ,143,49,25,23
12/31/2016,gujrat,222, ,112,34,20,15
1/1/2017,gujrat,193, ,91,36,27,20
7/1/2016,gujrat,91, ,19,6,2,6
7/2/2016,gujrat,71, ,27,5,2,7
7/3/2016,gujrat,97, ,9,2,2,11
7/4/2016,gujrat,118, ,19,2,1,9
7/5/2016,gujrat,137, ,22,1,2,5
7/6/2016,gujrat,134, , , , , 
7/11/2016,gujrat,105, , , , , 
7/14/2016,gujrat,112, , ,34,26,7
7/15/2016,gujrat,102, , ,32,21,7
7/16/2016,gujrat,111, , ,30,21,8
7/17/2016,gujrat,95, , ,33,19,8
7/18/2016,gujrat,87, , ,41,19,8
7/19/2016,gujrat,131, , ,20,26,6
7/20/2016,gujrat,90, , ,30,18,6
7/21/2016,gujrat,97, , ,23,24,6
7/22/2016,gujrat,92, , ,27,17,5
7/23/2016,gujrat,85, , , , , 
7/25/2016,gujrat,106, , ,33,19,7
7/26/2016,gujrat,124, ,6,21,19,13
7/27/2016,gujrat,122, ,6,21,19,8
7/28/2016,gujrat,113, ,4,27,18,8
7/29/2016,gujrat,115, ,4,28,19,7
7/30/2016,gujrat,92, ,4,26,20,6
7/31/2016,gujrat,114, ,4,28,20,7
8/1/2016,gujrat,99, ,4,27,21,7
8/2/2016,gujrat,86, ,7,26,17,9
8/3/2016,gujrat,103, ,6,12,17,11
8/4/2016,gujrat,144, ,6,12,25,9
8/5/2016,gujrat,96, , , , , 
8/7/2016,gujrat,999, ,1,27,16,9
8/8/2016,gujrat,184, ,5,21,19,8
8/9/2016,gujrat,109, ,6,17,20,10
8/10/2016,gujrat,62, ,10,16,19,10
8/11/2016,gujrat,27, ,17,13,20,9
8/12/2016,gujrat,92, ,20,12,19,7
8/13/2016,gujrat,113, ,17,11,19,6
8/14/2016,gujrat,144, ,13,12,21,6
8/15/2016,gujrat,116, ,14,18,18,8
8/16/2016,gujrat,214, ,14,15,21,7
8/17/2016,gujrat,104, ,24,9,21,7
8/18/2016,gujrat,105, ,21,12,19,8
8/19/2016,gujrat,101, ,8,15,22,11
8/20/2016,gujrat,130, ,7,13,21,10
8/21/2016,gujrat,117, ,15,15,33,11
8/22/2016,gujrat,145, ,6,11,21,9
8/23/2016,gujrat,131, ,17,9,34,8
8/24/2016,gujrat,92, ,13,10,23,8
8/25/2016,gujrat,95, ,14,9,22,9
8/26/2016,gujrat,101, ,24,7,47,9
8/27/2016,gujrat,140, ,20,10,55,8
8/28/2016,gujrat,128, ,14,8,31,10
8/29/2016,gujrat,141, ,41,11,25,10
8/30/2016,gujrat,144, ,17,6,23,9
8/31/2016,gujrat,135, ,19,6,21,8
9/1/2016,gujrat,103, ,22,7,23,8
9/2/2016,gujrat,138, ,25,7,22,8
9/3/2016,gujrat,113, ,24,6,24,7
9/4/2016,gujrat,118, ,25,7,24,7
9/5/2016,gujrat,111, ,20,6,23,7
9/6/2016,gujrat,110, ,25,6,22,10
9/7/2016,gujrat,136, ,31,8,25,8
9/8/2016,gujrat,110, ,25,8,26,7
9/9/2016,gujrat,115, ,23,6,21,6
9/10/2016,gujrat,104, ,24,7,22,6
9/11/2016,gujrat,77, ,27,9,20,8
9/12/2016,gujrat,101, ,53,8,26,9
9/13/2016,gujrat,114, ,37,12,23,13
9/14/2016,gujrat,143, ,38,9,24,13
9/15/2016,gujrat,141, ,48,12,25,12
9/16/2016,gujrat,147, ,42,8,19,9
9/17/2016,gujrat,136, , , , , 
9/21/2016,gujrat,118, ,17,7,22,12
9/22/2016,gujrat,108, ,29,7,25,9
9/23/2016,gujrat,117, ,27,5,25,6
9/24/2016,gujrat,94, ,23,4,22,5
9/25/2016,gujrat,100, ,24,5,22,7
9/26/2016,gujrat,96, ,26,5,20,7
9/27/2016,gujrat,91, ,27,4,21,7
9/28/2016,gujrat,109, ,34,5,24,8
9/29/2016,gujrat,115, ,22,5,18,6
9/30/2016,gujrat,106, ,16,5,19,9
6/28/2016,gujrat,91, ,102,27,2,8
6/29/2016,gujrat,110, ,41,12,2,7
6/30/2016,gujrat,92, ,17,7,2,7
10/1/2015,gujrat,155, ,50,34,28,38
10/2/2015,gujrat,177, ,31,25,31,18
10/3/2015,gujrat,194, ,43,12,9,10
10/4/2015,gujrat,161, , , , , 
10/7/2015,gujrat,176, ,22,32,29,8
10/8/2015,gujrat,151, ,71,35,29,9
10/9/2015,gujrat,211, ,30,26,68,22
10/10/2015,gujrat,190, ,9,21,31,17
10/11/2015,gujrat,166, ,28,31,35,23
10/12/2015,gujrat,177, ,17,31,31,33
10/13/2015,gujrat,214, ,13,25,22,25
10/14/2015,gujrat,175, ,18,30,26,26
10/15/2015,gujrat,177, ,29,30,30,26
10/16/2015,gujrat,174, ,221,32,33,30
10/17/2015,gujrat,213, ,166,36,43,56
10/18/2015,gujrat,234, ,45,34,40,27
10/19/2015,gujrat,228, ,3,35,72,29
10/20/2015,gujrat,254, ,131,30,42,28
10/21/2015,gujrat,166, ,6,25,28,16
10/22/2015,gujrat,173, ,8,54,36,49
10/23/2015,gujrat,179, ,41,32,28,23
10/24/2015,gujrat,168, ,41,36,45,35
10/25/2015,gujrat,209, , , , , 
10/27/2015,gujrat,198, ,13,28,48,10
10/28/2015,gujrat,184, ,80,31,11,12
10/29/2015,gujrat,128, , , , , 
10/31/2015,gujrat,113, , , , , 
11/3/2015,gujrat,165, , , , , 
11/5/2015,gujrat,201, ,46,28,53,11
11/6/2015,gujrat,212, ,81,9,52,5
11/7/2015,gujrat,283, , ,65,35,31
11/8/2015,gujrat,235, , , , , 
7/1/2015,gujrat,13, ,12,11,8,7
7/2/2015,gujrat,142, ,11,9,7,5
7/3/2015,gujrat,142, ,11,8,13, 
7/4/2015,gujrat,138, ,10,9,10,4
7/5/2015,gujrat,131, ,8,8,9,8
7/6/2015,gujrat,136, ,6,10,14,10
7/7/2015,gujrat,135, ,5,7,13,4
7/8/2015,gujrat,121, ,10, ,13,5
7/9/2015,gujrat,137, ,10, ,16,5
7/10/2015,gujrat,140, ,11, ,14,8
7/11/2015,gujrat,233, ,10, ,16,3
7/12/2015,gujrat,175, ,7, ,10,2
7/13/2015,gujrat,193, ,3, ,5, 
7/14/2015,gujrat,201, ,4,2,4,5
7/15/2015,gujrat,128, ,11,5,9,6
7/16/2015,gujrat,143, ,9,5,11,5
7/17/2015,gujrat,142, ,14,7,22,7
7/18/2015,gujrat,140, ,13,7,14,6
7/19/2015,gujrat,110, ,7,7,11,6
7/20/2015,gujrat,107, ,3,6,1,9
7/21/2015,gujrat,138, ,4,7,17,8
7/22/2015,gujrat,150, ,6,7,14,2
7/23/2015,gujrat,110, ,7,5,9,3
7/24/2015,gujrat,84, ,4,4,9,2
7/25/2015,gujrat,94, ,2,5,8,2
7/26/2015,gujrat,130, ,6,5,7,2
7/27/2015,gujrat,65, ,5,7,12,6
7/28/2015,gujrat,69, ,5,10,17,8
7/29/2015,gujrat,99, ,3,6,9,2
7/30/2015,gujrat,100, ,3,5,11,3
7/31/2015,gujrat,104, ,6,7,7,3
8/1/2015,gujrat,120, ,6,7,10,3
8/2/2015,gujrat,115, ,8,5,12,4
8/3/2015,gujrat,112, ,8,11,4,5
8/4/2015,gujrat,90, ,5,10,5,4
8/5/2015,gujrat,110, ,16,10,3,6
8/6/2015,gujrat,115, ,17,14,6,8
8/7/2015,gujrat,132, ,14,18,12,8
8/8/2015,gujrat,116, ,12,18,12,7
8/9/2015,gujrat,108, ,10,15,9,7
8/10/2015,gujrat,118, ,30,15,8,7
8/11/2015,gujrat,128, ,16,9,6,5
8/12/2015,gujrat,114, ,18,10,8,5
8/13/2015,gujrat,120, , , , , 
8/15/2015,gujrat,91, ,27,10,6,5
8/16/2015,gujrat,105, ,13,9,4,5
8/17/2015,gujrat,101, ,10,10,5,4
8/18/2015,gujrat,102, , , , , 
8/20/2015,gujrat,105, , ,9,1,4
8/21/2015,gujrat,100, ,18,13,19,11
8/22/2015,gujrat,100, ,84,13,17,7
8/23/2015,gujrat,119, ,201,14,18,8
8/24/2015,gujrat,98, ,148,13, ,8
8/25/2015,gujrat,132, , , , , 
8/31/2015,gujrat,84, ,12,14,6,8
9/1/2015,gujrat,154, ,23,13,10,8
9/2/2015,gujrat,149, ,34,13,9,9
9/3/2015,gujrat,150, ,33,13,13,10
9/4/2015,gujrat,148, ,42,13,14,8
9/5/2015,gujrat,127, ,55,13,10,5
9/6/2015,gujrat,93, ,118,14,10,7
9/7/2015,gujrat,88, ,37,13,22,7
9/8/2015,gujrat,54, ,17,52,14,24
9/9/2015,gujrat,137, ,23,10,20,11
9/10/2015,gujrat,109, ,32,14,16,11
9/11/2015,gujrat,144, ,29,10,12,8
9/12/2015,gujrat,124, ,47,9,18,6
9/13/2015,gujrat,118, ,88,10,14,2
9/14/2015,gujrat,108, ,185,9,10,1
9/15/2015,gujrat,114, ,133,9,11,3
9/16/2015,gujrat,88, ,51,12,12,1
9/17/2015,gujrat,106, ,119,12,10,1
9/18/2015,gujrat,103, ,77,9,19,2
9/19/2015,gujrat,75, , , , , 
9/21/2015,gujrat,73, ,11,10,6,1
9/22/2015,gujrat,153, ,7,9,5,3
9/23/2015,gujrat,152, ,12,9,11,1
9/24/2015,gujrat,125, ,10,27,5,1
9/25/2015,gujrat,124, ,27,12,11,1
9/26/2015,gujrat,84, ,28,13,13,3
9/27/2015,gujrat,15, ,42,20,19,6
9/28/2015,gujrat,13, ,41,29,18,1
9/29/2015,gujrat,50, ,36,31,22,4
9/30/2015,gujrat,154, ,16,41,20,36
4/1/2015,gujrat,163, ,89,17,86,12
4/2/2015,gujrat,158, ,49,16,97,13
4/3/2015,gujrat,129, ,47,11,45,7
4/4/2015,gujrat,160, ,5,14,41,12
4/5/2015,gujrat,209, ,31,14,37,6
4/6/2015,gujrat,185, ,70,17,72,9
4/7/2015,gujrat,195, ,49,16,60,10
4/8/2015,gujrat,189, ,59,17,60,4
4/9/2015,gujrat,158, ,6,21,39,18
4/10/2015,gujrat,192, ,5,12,11,7
4/11/2015,gujrat,150, , , , , 
4/13/2015,gujrat,217, ,96,21,34,14
4/14/2015,gujrat,130, ,91,24,19,27
4/15/2015,gujrat,173, ,90,34,41,35
4/16/2015,gujrat,211, ,115,32,39,32
4/17/2015,gujrat,181, ,16,20,53,11
4/18/2015,gujrat,183, , , , , 
4/21/2015,gujrat,173, ,61,9,26,4
4/22/2015,gujrat,152, ,87,14,59,7
4/23/2015,gujrat,152, ,51,17,48,10
4/24/2015,gujrat,161, ,34,14,77,8
5/13/2015,gujrat,157, ,34,27,18,10
5/14/2015,gujrat,173, ,62,25,74,18
5/15/2015,gujrat,196, ,77,19,17,22
5/16/2015,gujrat,187, ,47,9,19,5
5/17/2015,gujrat,169, ,53,10,33,8
5/18/2015,gujrat,184, ,38,14,47,11
5/19/2015,gujrat,117, ,27,12,20,9
5/20/2015,gujrat,77, ,25,12,35,7
5/21/2015,gujrat,139, ,29,10,41,21
5/22/2015,gujrat,179, ,20,8,19,39
5/23/2015,gujrat,106, ,23,8,27,7
5/24/2015,gujrat,122, ,30,8,19,9
5/25/2015,gujrat,138, ,100,10,12,8
5/26/2015,gujrat,132, ,112,10,12,8
5/27/2015,gujrat,123, ,57,17,11,11
5/28/2015,gujrat,149, ,28,16,20,18
5/29/2015,gujrat,141, ,31,10,39,11
5/30/2015,gujrat,156, ,44,8,28,6
5/31/2015,gujrat,128, ,15,8,39,7
6/1/2015,gujrat,149, ,10,7,16,9
6/2/2015,gujrat,117, ,31,9,8,7
6/3/2015,gujrat,163, ,83,18,43,14
6/4/2015,gujrat,52, ,65,15,33,9
6/5/2015,gujrat,163, ,97,17,42,10
6/6/2015,gujrat,166, ,77,14,45,8
6/7/2015,gujrat,165, ,13,15,15,14
6/8/2015,gujrat,131, ,12,10,5,11
6/9/2015,gujrat,118, ,7,15,1,12
6/10/2015,gujrat,135, ,9,10, ,8
6/11/2015,gujrat,123, ,14,11,2,9
6/12/2015,gujrat,133, ,5,13,1,9
6/13/2015,gujrat,134, ,4,10,1,7
6/14/2015,gujrat,113, ,7,15,1,9
6/15/2015,gujrat,132, ,9,15,1,8
6/16/2015,gujrat,118, ,25,13,3,9
6/17/2015,gujrat,104, ,12,12,5,9
6/18/2015,gujrat,110, ,17,13,5,11
6/19/2015,gujrat,111, ,20,11,5,9
6/20/2015,gujrat,104, ,21,9,7,9
6/21/2015,gujrat,77, ,14,10,4,10
6/22/2015,gujrat,95, ,11,10,6,10
6/23/2015,gujrat,81, ,6,9,14,9
6/24/2015,gujrat,53, ,4,8,17,9
6/25/2015,gujrat,139, ,6,11,13,2
6/26/2015,gujrat,160, ,11,9,15,7
6/27/2015,gujrat,157, ,12,8,18,3
6/28/2015,gujrat,141, ,9,10,7,1
6/29/2015,gujrat,197, ,6,10,9, 
6/30/2015,gujrat,103, ,10,9,9, 
1/28/2015,gujrat,160, ,74,36,44,20
1/29/2015,gujrat,163, ,180,26,48,9
1/30/2015,gujrat,158, ,161,19,51,5
1/31/2015,gujrat,213, ,274,59,73,72
2/1/2015,gujrat,220, ,219,34,72,30
2/2/2015,gujrat,233, ,299,30,50,39
2/3/2015,gujrat,220, ,90,23,40,23
2/5/2015,gujrat,132, ,63,19,46,6
2/6/2015,gujrat,156, ,112,21,52,8
2/7/2015,gujrat,160, ,46,25,63,8
2/9/2015,gujrat,185, ,71,21,45,9
2/10/2015,gujrat,168, ,88,16,35,8
2/11/2015,gujrat,149, ,96,19,60,16
2/12/2015,gujrat,140, ,43,28,65,19
2/13/2015,gujrat,175, , ,29,74,6
2/14/2015,gujrat,209, ,75,41,69,20
2/15/2015,gujrat,183, ,42,21,59,8
2/16/2015,gujrat,172, ,44,28,58,37
2/17/2015,gujrat,170, ,36,20,50,29
2/18/2015,gujrat,166, ,77,15,29,6
2/20/2015,gujrat,206, ,111,34,88,47
2/21/2015,gujrat,309, ,73,41,67,33
2/22/2015,gujrat,211, ,89,41,57,42
2/23/2015,gujrat,278, ,98,46,72,45
2/24/2015,gujrat,189, ,86,26,57,16
2/25/2015,gujrat,115, ,82,7,38,5
3/3/2015,gujrat,166, ,82,25,42,15
3/4/2015,gujrat,171, ,91,27,62,20
3/5/2015,gujrat,225, ,79,38,66,22
3/9/2015,gujrat,192, ,67,28,32,12
3/10/2015,gujrat,178, ,103,23,44,11
3/11/2015,gujrat,184, ,97,24,57,9
3/12/2015,gujrat,173, ,78,19,60,7
3/13/2015,gujrat,172, ,40,24,61,11
3/14/2015,gujrat,159, ,66,24,57,12
3/15/2015,gujrat,126, ,59,11,58,5
3/16/2015,gujrat,86, ,90,13,39,4
3/17/2015,gujrat,151, ,60,26,68,7
3/18/2015,gujrat,144, ,96,35,38,28
3/19/2015,gujrat,181, ,64,25,53,13
3/20/2015,gujrat,162, ,76,44,46,41
3/21/2015,gujrat,183, ,117,38,57,13
3/22/2015,gujrat,193, ,58,40,68,44
3/23/2015,gujrat,228, ,43,44,65,32
3/24/2015,gujrat,216, ,76,28,67,28
3/25/2015,gujrat,222, ,109,30,57,29
3/26/2015,gujrat,228, ,138,41,70,23
3/27/2015,gujrat,201, ,15,20,21,11
3/28/2015,gujrat,261, ,66,48, ,31
3/29/2015,gujrat,277, ,94,20,84,10
3/30/2015,gujrat,200, ,49,18,63,6
3/31/2015,gujrat,200, ,131,20,68,10
10/6/2014,gujrat,167, ,196,11,20,14
10/7/2014,gujrat,133, ,37,10,22,14
10/8/2014,gujrat,126, , , , , 
10/10/2014,gujrat,177, ,105,27,52,27
10/11/2014,gujrat,206, ,87,28,59,33
